173;-1600;6320;14452;1718;-1149;
174;-1508;6536;14624;1793;-746;
175;-1464;6404;14408;1624;-752;
176;-1724;6736;14388;1669;-934;
177;-1752;6672;14288;1831;-1034;
178;-1628;6944;14436;2034;-387;
179;-1340;6904;14624;1985;-40;
180;-1540;7420;14524;1869;-86;
181;-1624;7712;14660;1616;-224;
182;-1756;7108;14336;1174;-688;
183;-1644;7196;14416;931;-664;
184;-1936;7452;14360;1172;-458;
185;-1920;7580;14352;1113;-575;
186;-2148;7824;14424;940;-852;
187;-1784;7864;14568;797;-629;
188;-1412;7420;14368;689;-480;
189;-1824;7232;14536;-2;-1043;
190;-2012;7592;13912;-214;-1312;
191;-1928;8024;14280;224;-904;
192;-1120;7816;14768;548;-651;
193;-1080;7792;14740;149;-958;
194;-1044;7472;14420;-105;-1218;
195;-1200;7416;14172;72;-1242;
196;-1484;7820;14244;592;-1015;
197;-900;7900;14324;724;-809;
198;-772;7628;14200;162;-744;
199;-796;7464;14020;-675;-1123;
200;-1028;7376;13956;-953;-1287;
201;-1240;7400;13792;-844;-1274;
202;-1084;7368;13856;-489;-814;
203;-884;7608;14008;-298;-504;
204;-604;7556;14236;-568;-151;
205;-928;7244;14540;-209;308;
206;-1024;7364;14152;-1211;-189;
207;-1192;7420;13616;-1217;339;
208;-1056;6916;14244;-1961;-204;
209;-764;6784;14052;-2659;-313;
210;-1008;6808;13948;-3303;-1014;
211;-1256;7208;14252;-3191;-1283;
212;-1624;7084;14444;-2606;-1530;
213;-1196;6860;14576;-2257;-1247;
214;-1116;6784;15372;-2663;-950;
215;-1392;6276;15008;-2833;-1256;
216;-1344;6412;15020;-2558;-1676;
217;-1332;6852;15084;-1710;-1294;
218;-912;6432;15516;-1435;-1897;
219;-624;5948;15112;-1692;-1878;
220;-608;6124;15960;-1667;-1535;
221;-408;6464;14780;-1020;-1527;
222;-836;6272;15532;-786;-2855;
223;-228;6204;15664;-49;-1487;
224;660;6500;16328;542;-203;
225;92;6180;15596;-151;94;
226;-156;6676;15544;-1175;508;
227;-28;6448;15812;-1161;1060;
228;-220;6156;16152;-1260;330;
229;-556;6172;16908;-1257;211;
230;-316;6016;15712;-1677;-732;
231;248;5364;15676;-1896;2071;
232;-40;5776;15168;-1794;2653;
233;-1004;6404;16716;-1237;3213;
234;-1508;6016;15860;-1617;1772;
235;-956;5556;15084;-2442;1991;
236;-1248;5096;16176;-2842;2069;
237;-1528;5284;15888;-2084;1969;
238;-1236;5964;16280;-459;1371;
239;-736;3604;16592;-429;2882;
240;-1364;6116;16392;84;2477;
241;-1436;5308;15744;-976;3170;
242;-2028;5760;16256;-1207;2623;
243;-2584;4912;15224;-1804;1636;
244;-2396;5396;15452;-1563;1685;
245;-1412;4836;15248;-1197;979;
246;-1576;5272;15580;-971;-916;
247;-1804;4948;15320;-893;433;
248;-1344;5088;15612;-411;1328;
249;-1576;4928;15460;-140;1435;
250;-2076;5400;16068;258;1793;
251;-1880;4668;16924;-84;440;
252;-1380;5428;16228;-425;-152;
253;-1552;5544;16444;-403;394;
254;-1148;5384;16872;-667;1078;
255;-1356;4956;15940;-2617;-1729;
256;-1476;4376;14940;-3645;-1419;
257;-1232;3832;14040;-3079;-2379;
258;-1732;3900;13500;-1588;-1436;
259;-1888;3980;14216;165;-32;
260;-1912;5408;15048;1968;2571;
261;-1816;5084;16216;1059;102;
262;-1472;3756;13936;25;619;
263;-1360;3396;12188;407;1384;
264;-2220;4500;12816;2241;5532;
265;-3096;5832;19172;3733;13869;
266;-2536;6272;20728;4693;8299;
267;-1560;4956;16812;225;3505;
268;-1876;3548;13524;-1857;177;
269;-3232;4140;12712;353;-2997;
270;-4176;5532;15716;5235;-1480;
271;-2792;5860;16268;985;-4008;
272;-2744;4340;13824;464;-4680;
273;-2780;4912;13608;-12;-9706;
274;-1284;5072;15160;-286;-12160;
275;-792;4340;15952;19;-12760;
276;1076;6880;17120;-1745;-9858;
277;-760;1536;15112;-1291;-1474;
278;744;4276;15196;-1415;-565;
279;264;5752;16212;-1313;-1886;
280;-716;5680;14980;-708;-78;
281;-1552;4916;14508;-1179;-291;
282;-512;6680;16288;-1003;-58;
283;-148;5248;15340;-222;-852;
284;-120;5528;15608;-8;415;
285;12;6392;15232;-99;55;
286;-572;6616;15240;-298;-334;
287;-896;5652;15520;-130;-374;
288;-580;5988;14872;-57;341;
289;-896;4856;14960;372;53;
290;-964;4672;15748;-848;-378;
291;-2440;3344;15540;-1683;-2203;
292;-1088;4316;15940;-2109;-4413;
293;-496;4872;15728;-1920;-4408;
294;-168;5440;15368;-1977;-4319;
295;652;5464;15476;-1449;-2726;
296;2100;3604;15080;-1387;-1605;
297;1672;3072;15308;-1010;1650;
298;1464;3652;14848;-1697;2796;
299;208;4004;15808;-1378;4919;
300;-536;3832;16356;-822;5753;
301;240;4116;16588;-908;4003;
302;-392;3524;15588;-1336;597;
303;-1744;4224;15056;-1962;-10;
304;-1648;5940;15552;-2122;886;
305;20;4428;15456;-2369;261;
306;240;2440;17220;-2011;-81;
307;-780;3544;15884;-1917;-484;
308;-232;3608;15732;-2045;-1116;
309;300;3376;15748;-1261;2296;
310;368;3244;16852;-1431;-604;
311;216;3260;16344;-544;202;
312;-8;3824;15484;-473;444;
313;-636;3076;16232;-281;61;
314;-488;3264;15428;-557;-12;
315;-636;3328;16696;-548;34;
316;68;3060;16196;-86;174;
317;-32;2920;15944;-64;-117;
318;-580;3336;15872;-116;-99;
319;-892;3396;15600;-303;-170;
320;-564;3260;16148;-331;44;
321;-2996;3948;16100;-1768;13;
322;-556;3400;14752;-285;-212;
323;-104;3348;16176;-427;-109;
324;396;3188;16468;-186;168;
325;-40;3068;16012;-157;208;
326;-380;3152;16128;-12;93;
327;-388;3124;15732;-86;-94;
328;-784;3200;15972;-65;-128;
329;-580;3240;15752;-230;-79;
330;-524;3236;16024;-331;-150;
331;-128;3044;16192;-202;-93;
332;-308;3052;15888;-152;-84;
333;-436;3128;16052;-97;-87;
334;-672;3236;15708;-173;-149;
335;-336;3104;15936;-215;-101;
336;92;3016;16244;-93;-3;
337;-424;3144;16136;41;84;
338;-432;3140;15960;-6;22;
339;-536;3192;15992;-45;-35;
340;-472;3204;15664;-98;-81;
341;-500;3152;16092;-164;-86;
342;-376;3120;16172;-201;-24;
343;-352;3036;16164;-13;-162;
344;-476;3020;16072;-5;-79;
345;-280;3188;15924;-83;-86;
346;-508;3012;15944;-40;-44;
347;-204;3096;16176;-97;52;
348;-324;3136;16208;72;-89;
349;-500;3084;15984;-42;-152;
350;-528;3216;15900;-123;55;
351;-240;3196;15296;-561;166;
